,Date,Ticker,Expiration,OpenInterest,OpenInterestBefore,CallPut,Strike,StrikeDiff,ClosePrice,ClosePriceAfter,ExpirationDiff
1,2012-08-08,LYV   ,2012-09-22,25.0,25.0,C,9.0,0.22999954223632812,9.229999542236328,8.710000038146973,16.0
0,2012-05-10,LYV   ,2012-06-16,0.0,0.0,C,9.0,0.05000019073486328,9.050000190734863,8.760000228881836,8.0
1,2012-05-10,LYV   ,2012-06-16,11.0,11.0,P,9.0,0.05000019073486328,9.050000190734863,8.760000228881836,8.0
0,2011-11-04,LYV   ,2011-12-17,0.0,0.0,C,10.0,1.109999656677246,8.890000343322754,8.859999656677246,12.0
1,2011-11-04,LYV   ,2011-12-17,0.0,0.0,P,10.0,1.109999656677246,8.890000343322754,8.859999656677246,12.0
0,2011-08-09,LYV   ,2011-09-17,45.0,40.0,C,10.0,0.2799997329711914,9.720000267028809,8.869999885559082,10.0
1,2011-08-09,LYV   ,2011-09-17,52.0,52.0,P,10.0,0.2799997329711914,9.720000267028809,8.869999885559082,10.0
0,2011-05-06,LYV   ,2011-06-18,34.0,24.0,P,10.0,0.75,10.75,10.430000305175781,12.0
1,2011-05-06,LYV   ,2011-06-18,60.0,60.0,C,10.0,0.75,10.75,10.430000305175781,12.0
0,2013-05-08,ENDP  ,2013-06-22,3.0,1.0,C,35.0,1.8699989318847656,36.869998931884766,37.4900016784668,16.0
1,2013-05-08,ENDP  ,2013-06-22,265.0,48.0,P,35.0,1.8699989318847656,36.869998931884766,37.4900016784668,16.0
0,2012-08-08,ENDP  ,2012-09-22,44.0,0.0,P,30.0,0.5699996948242188,30.56999969482422,32.709999084472656,16.0
1,2012-08-08,ENDP  ,2012-09-22,158.0,121.0,C,30.0,0.5699996948242188,30.56999969482422,32.709999084472656,16.0
0,2011-08-10,ENDP  ,2011-09-17,34.0,34.0,P,35.0,2.0800018310546875,32.91999816894531,30.75,9.0
1,2011-08-10,ENDP  ,2011-09-17,330.0,325.0,C,35.0,2.0800018310546875,32.91999816894531,30.75,9.0
0,2012-02-16,SAVE  ,2012-03-17,17.0,13.0,P,20.0,0.7800006866455078,19.219999313354492,19.270000457763672,1.0
1,2012-02-16,SAVE  ,2012-03-17,286.0,253.0,C,20.0,0.7800006866455078,19.219999313354492,19.270000457763672,1.0
0,2012-10-10,PVTB  ,2012-11-17,0.0,0.0,C,15.0,0.9200000762939453,5.306666851043701,5.166666507720947,10.0
1,2012-10-10,PVTB  ,2012-11-17,0.0,0.0,P,15.0,0.9200000762939453,5.306666851043701,5.166666507720947,10.0
0,2013-05-07,NRG   ,2013-06-22,4184.0,4154.0,P,27.0,0.3899993896484375,13.694999694824219,12.619999885559082,17.0
1,2013-05-07,NRG   ,2013-06-22,10539.0,10515.0,C,27.0,0.3899993896484375,13.694999694824219,12.619999885559082,17.0
0,2012-08-08,NRG   ,2012-09-22,82.0,82.0,P,20.0,0.23999977111816406,10.119999885559082,11.164999961853027,16.0
1,2012-08-08,NRG   ,2012-09-22,3724.0,3719.0,C,20.0,0.23999977111816406,10.119999885559082,11.164999961853027,16.0
0,2013-05-17,VSAT  ,2013-06-22,0.0,0.0,P,70.0,1.3799972534179688,35.689998626708984,35.7599983215332,5.0
1,2013-05-17,VSAT  ,2013-06-22,57.0,0.0,C,70.0,1.3799972534179688,35.689998626708984,35.7599983215332,5.0
0,2013-02-07,VSAT  ,2013-03-16,0.0,0.0,C,50.0,0.7099990844726562,24.645000457763672,23.395000457763672,8.0
1,2013-02-07,VSAT  ,2013-03-16,0.0,0.0,P,50.0,0.7099990844726562,24.645000457763672,23.395000457763672,8.0
0,2012-11-07,VSAT  ,2012-12-22,66.0,66.0,P,40.0,2.049999237060547,18.975000381469727,19.190000534057617,16.0
1,2012-11-07,VSAT  ,2012-12-22,506.0,5.0,C,40.0,2.049999237060547,18.975000381469727,19.190000534057617,16.0
0,2012-02-07,VSAT  ,2012-03-17,43.0,43.0,C,45.0,0.8899993896484375,22.94499969482422,22.024999618530273,10.0
1,2012-02-07,VSAT  ,2012-03-17,366.0,307.0,P,45.0,0.8899993896484375,22.94499969482422,22.024999618530273,10.0
0,2011-11-08,VSAT  ,2011-12-17,55.0,55.0,P,45.0,0.13000106811523438,22.565000534057617,23.575000762939453,10.0
1,2011-11-08,VSAT  ,2011-12-17,187.0,187.0,C,45.0,0.13000106811523438,22.565000534057617,23.575000762939453,10.0
0,2011-08-08,VSAT  ,2011-09-17,5.0,5.0,C,35.0,1.4199981689453125,16.790000915527344,16.614999771118164,11.0
1,2011-08-08,VSAT  ,2011-09-17,25.0,25.0,P,35.0,1.4199981689453125,16.790000915527344,16.614999771118164,11.0
0,2011-02-09,VSAT  ,2011-03-19,13.0,13.0,P,45.0,0.5800018310546875,22.209999084472656,19.690000534057617,9.0
1,2011-02-09,VSAT  ,2011-03-19,67.0,67.0,C,45.0,0.5800018310546875,22.209999084472656,19.690000534057617,9.0
0,2011-05-18,VSAT  ,2011-06-18,10.0,10.0,P,45.0,1.4199981689453125,21.790000915527344,20.25,2.0
1,2011-05-18,VSAT  ,2011-06-18,325.0,325.0,C,45.0,1.4199981689453125,21.790000915527344,20.25,2.0
0,2013-05-09,RIG   ,2013-06-22,879.0,331.0,P,55.0,0.09000015258789062,27.454999923706055,25.34000015258789,15.0
1,2013-05-09,RIG   ,2013-06-22,3593.0,3371.0,C,55.0,0.09000015258789062,27.454999923706055,25.34000015258789,15.0
0,2013-03-05,RIG   ,2013-04-20,816.0,738.0,P,52.5,0.529998779296875,26.514999389648438,24.959999084472656,17.0
1,2013-03-05,RIG   ,2013-04-20,1838.0,1731.0,C,52.5,0.529998779296875,26.514999389648438,24.959999084472656,17.0
0,2013-05-08,EXEL  ,2013-06-22,191.0,191.0,P,5.0,0.07000017166137695,4.929999828338623,4.760000228881836,16.0
1,2013-05-08,EXEL  ,2013-06-22,310.0,227.0,C,5.0,0.07000017166137695,4.929999828338623,4.760000228881836,16.0
0,2012-05-04,EXEL  ,2012-06-16,68.0,48.0,P,5.0,0.48000001907348633,4.519999980926514,4.5,12.0
1,2012-05-04,EXEL  ,2012-06-16,1076.0,499.0,C,5.0,0.48000001907348633,4.519999980926514,4.5,12.0
0,2012-02-09,EXEL  ,2012-03-17,95.0,74.0,P,6.0,0.3319997787475586,5.668000221252441,5.260000228881836,8.0
1,2012-02-09,EXEL  ,2012-03-17,256.0,128.0,C,6.0,0.3319997787475586,5.668000221252441,5.260000228881836,8.0
0,2013-05-08,BIO   ,2013-06-22,0.0,0.0,P,120.0,1.6299972534179688,39.456668853759766,37.78333282470703,16.0
1,2013-05-08,BIO   ,2013-06-22,48.0,48.0,C,120.0,1.6299972534179688,39.456668853759766,37.78333282470703,16.0
0,2012-11-08,BIO   ,2012-12-22,0.0,0.0,P,100.0,1.5100021362304688,33.836666107177734,34.810001373291016,15.0
1,2012-11-08,BIO   ,2012-12-22,3.0,3.0,C,100.0,1.5100021362304688,33.836666107177734,34.810001373291016,15.0
0,2012-08-08,BIO   ,2012-09-22,1.0,1.0,P,105.0,1.1699981689453125,34.61000061035156,35.36666488647461,16.0
1,2012-08-08,BIO   ,2012-09-22,12.0,12.0,C,105.0,1.1699981689453125,34.61000061035156,35.36666488647461,16.0
0,2013-02-07,MPW   ,2013-03-16,121.0,121.0,C,12.5,0.9300003051757812,13.430000305175781,15.050000190734863,8.0
1,2013-02-07,MPW   ,2013-03-16,405.0,405.0,P,12.5,0.9300003051757812,13.430000305175781,15.050000190734863,8.0
0,2012-08-09,MPW   ,2012-09-22,82.0,82.0,P,10.0,0.31999969482421875,9.680000305175781,10.75,15.0
1,2012-08-09,MPW   ,2012-09-22,102.0,102.0,C,10.0,0.31999969482421875,9.680000305175781,10.75,15.0
0,2012-05-10,MPW   ,2012-06-16,0.0,0.0,C,10.0,0.75,9.25,9.180000305175781,8.0
1,2012-05-10,MPW   ,2012-06-16,0.0,0.0,P,10.0,0.75,9.25,9.180000305175781,8.0
0,2011-11-08,MPW   ,2011-12-17,0.0,0.0,P,10.0,0.029999732971191406,10.029999732971191,9.510000228881836,10.0
1,2011-11-08,MPW   ,2011-12-17,44.0,44.0,C,10.0,0.029999732971191406,10.029999732971191,9.510000228881836,10.0
0,2013-02-06,HAIN  ,2013-03-16,73.0,27.0,P,60.0,1.9599990844726562,58.040000915527344,56.119998931884766,9.0
1,2013-02-06,HAIN  ,2013-03-16,319.0,157.0,C,60.0,1.9599990844726562,58.040000915527344,56.119998931884766,9.0
0,2012-08-23,HAIN  ,2012-09-22,0.0,0.0,P,70.0,2.2300033569335938,67.7699966430664,65.23999786376953,1.0
1,2012-08-23,HAIN  ,2012-09-22,8.0,0.0,C,70.0,2.2300033569335938,67.7699966430664,65.23999786376953,1.0
0,2012-05-04,HAIN  ,2012-06-16,13.0,0.0,P,50.0,0.2700004577636719,50.27000045776367,53.5099983215332,12.0
1,2012-05-04,HAIN  ,2012-06-16,293.0,240.0,C,50.0,0.2700004577636719,50.27000045776367,53.5099983215332,12.0
0,2011-02-04,HAIN  ,2011-03-19,0.0,0.0,P,30.0,2.2099990844726562,27.790000915527344,29.110000610351562,12.0
1,2011-02-04,HAIN  ,2011-03-19,553.0,516.0,C,30.0,2.2099990844726562,27.790000915527344,29.110000610351562,12.0
0,2013-02-06,CFX   ,2013-03-16,187.0,185.0,P,40.0,1.2599983215332031,41.2599983215332,44.599998474121094,9.0
1,2013-02-06,CFX   ,2013-03-16,684.0,684.0,C,40.0,1.2599983215332031,41.2599983215332,44.599998474121094,9.0
0,2012-05-08,CFX   ,2012-06-16,438.0,438.0,C,30.0,1.5699996948242188,31.56999969482422,28.780000686645508,10.0
1,2012-05-08,CFX   ,2012-06-16,638.0,589.0,P,30.0,1.5699996948242188,31.56999969482422,28.780000686645508,10.0
0,2012-02-07,CFX   ,2012-03-17,690.0,690.0,P,35.0,2.4000015258789062,32.599998474121094,33.45000076293945,10.0
1,2012-02-07,CFX   ,2012-03-17,1052.0,918.0,C,35.0,2.4000015258789062,32.599998474121094,33.45000076293945,10.0
0,2011-02-15,CFX   ,2011-03-19,0.0,0.0,P,20.0,0.7999992370605469,20.799999237060547,20.420000076293945,3.0
1,2011-02-15,CFX   ,2011-03-19,45.0,45.0,C,20.0,0.7999992370605469,20.799999237060547,20.420000076293945,3.0
0,2013-02-12,HUN   ,2013-03-16,164.0,162.0,P,18.0,0.20000076293945312,17.799999237060547,18.93000030517578,3.0
1,2013-02-12,HUN   ,2013-03-16,460.0,474.0,C,18.0,0.20000076293945312,17.799999237060547,18.93000030517578,3.0
0,2012-02-16,HUN   ,2012-03-17,50.0,50.0,P,14.0,0.010000228881835938,13.989999771118164,14.069999694824219,1.0
1,2012-02-16,HUN   ,2012-03-17,12655.0,12212.0,C,14.0,0.010000228881835938,13.989999771118164,14.069999694824219,1.0
0,2011-02-17,HUN   ,2011-03-19,4.0,4.0,P,19.0,0.29000091552734375,18.709999084472656,16.6299991607666,1.0
1,2011-02-17,HUN   ,2011-03-19,1094.0,1081.0,C,19.0,0.29000091552734375,18.709999084472656,16.6299991607666,1.0
0,2013-05-08,Z     ,2013-06-22,51.0,51.0,P,36.0,0.1399993896484375,35.86000061035156,34.4900016784668,16.0
1,2013-05-08,Z     ,2013-06-22,203.0,142.0,C,36.0,0.1399993896484375,35.86000061035156,34.4900016784668,16.0
0,2013-02-14,Z     ,2013-03-16,47.0,37.0,C,33.0,0.29000091552734375,33.290000915527344,32.36000061035156,1.0
1,2013-02-14,Z     ,2013-03-16,507.0,464.0,P,33.0,0.29000091552734375,33.290000915527344,32.36000061035156,1.0
0,2012-11-06,Z     ,2012-12-22,429.0,429.0,C,34.0,0.4399986267089844,34.439998626708984,34.97999954223633,17.0
1,2012-11-06,Z     ,2012-12-22,626.0,626.0,P,34.0,0.4399986267089844,34.439998626708984,34.97999954223633,17.0
0,2012-08-08,Z     ,2012-09-22,0.0,0.0,P,35.0,0.3800010681152344,34.619998931884766,36.33000183105469,16.0
1,2012-08-08,Z     ,2012-09-22,46.0,42.0,C,35.0,0.3800010681152344,34.619998931884766,36.33000183105469,16.0
0,2012-02-16,Z     ,2012-03-17,58.0,17.0,P,28.0,0.1700000762939453,28.170000076293945,29.729999542236328,1.0
1,2012-02-16,Z     ,2012-03-17,810.0,100.0,C,28.0,0.1700000762939453,28.170000076293945,29.729999542236328,1.0
0,2013-05-09,THS   ,2013-06-22,10.0,10.0,C,65.0,1.2099990844726562,63.790000915527344,66.61000061035156,15.0
1,2013-05-09,THS   ,2013-06-22,24.0,24.0,P,65.0,1.2099990844726562,63.790000915527344,66.61000061035156,15.0
0,2012-11-06,THS   ,2012-12-22,4.0,4.0,C,55.0,1.8499984741210938,53.150001525878906,53.150001525878906,17.0
1,2012-11-06,THS   ,2012-12-22,4.0,4.0,P,55.0,1.8499984741210938,53.150001525878906,53.150001525878906,17.0
0,2012-08-08,THS   ,2012-09-22,0.0,0.0,C,50.0,0.7700004577636719,50.77000045776367,52.15999984741211,16.0
1,2012-08-08,THS   ,2012-09-22,0.0,0.0,P,50.0,0.7700004577636719,50.77000045776367,52.15999984741211,16.0
0,2012-05-08,THS   ,2012-06-16,0.0,0.0,C,55.0,0.5,55.5,58.7599983215332,10.0
1,2012-05-08,THS   ,2012-06-16,43.0,43.0,P,55.0,0.5,55.5,58.7599983215332,10.0
0,2012-02-10,THS   ,2012-03-17,1.0,0.0,C,55.0,2.4599990844726562,57.459999084472656,58.150001525878906,5.0
1,2012-02-10,THS   ,2012-03-17,19.0,19.0,P,55.0,2.4599990844726562,57.459999084472656,58.150001525878906,5.0
0,2011-11-04,THS   ,2011-12-17,0.0,0.0,C,60.0,0.25,60.25,65.7300033569336,12.0
1,2011-11-04,THS   ,2011-12-17,10.0,10.0,P,60.0,0.25,60.25,65.7300033569336,12.0
0,2011-02-10,THS   ,2011-03-19,48.0,38.0,C,50.0,1.2299995422363281,48.77000045776367,51.15999984741211,8.0
1,2011-02-10,THS   ,2011-03-19,110.0,46.0,P,50.0,1.2299995422363281,48.77000045776367,51.15999984741211,8.0
0,2012-11-08,POR   ,2012-12-22,0.0,0.0,P,25.0,1.3400001525878906,26.34000015258789,27.18000030517578,15.0
1,2012-11-08,POR   ,2012-12-22,8.0,8.0,C,25.0,1.3400001525878906,26.34000015258789,27.18000030517578,15.0
0,2012-08-07,POR   ,2012-09-22,0.0,0.0,C,30.0,2.450000762939453,27.549999237060547,27.100000381469727,17.0
1,2012-08-07,POR   ,2012-09-22,10.0,10.0,P,30.0,2.450000762939453,27.549999237060547,27.100000381469727,17.0
0,2013-02-12,ZBRA  ,2013-03-16,0.0,0.0,P,45.0,0.75,19.66666603088379,20.31999969482422,3.0
1,2013-02-12,ZBRA  ,2013-03-16,99.0,97.0,C,45.0,0.75,19.66666603088379,20.31999969482422,3.0
0,2012-11-06,ZBRA  ,2012-12-22,0.0,0.0,C,40.0,1.7099990844726562,17.017778396606445,17.639999389648438,17.0
1,2012-11-06,ZBRA  ,2012-12-22,0.0,0.0,P,40.0,1.7099990844726562,17.017778396606445,17.639999389648438,17.0
0,2012-02-14,ZBRA  ,2012-03-17,0.0,0.0,P,40.0,1.1699981689453125,17.25777816772461,18.17333221435547,3.0
1,2012-02-14,ZBRA  ,2012-03-17,33.0,0.0,C,40.0,1.1699981689453125,17.25777816772461,18.17333221435547,3.0
0,2011-11-08,ZBRA  ,2011-12-17,0.0,0.0,C,35.0,1.8699989318847656,16.38666534423828,17.0,10.0
1,2011-11-08,ZBRA  ,2011-12-17,112.0,112.0,P,35.0,1.8699989318847656,16.38666534423828,17.0,10.0
0,2011-02-15,ZBRA  ,2011-03-19,43.0,26.0,P,40.0,1.5175018310546875,17.10333251953125,15.644444465637207,3.0
1,2011-02-15,ZBRA  ,2011-03-19,109.0,66.0,C,40.0,1.5175018310546875,17.10333251953125,15.644444465637207,3.0
0,2012-02-07,G     ,2012-03-17,24.0,24.0,P,15.0,0.8299999237060547,15.829999923706055,15.329999923706055,10.0
1,2012-02-07,G     ,2012-03-17,452.0,452.0,C,15.0,0.8299999237060547,15.829999923706055,15.329999923706055,10.0
0,2011-11-04,G     ,2011-12-17,0.0,0.0,P,17.5,0.45999908447265625,17.040000915527344,15.289999961853027,12.0
1,2011-11-04,G     ,2011-12-17,58.0,56.0,C,17.5,0.45999908447265625,17.040000915527344,15.289999961853027,12.0
0,2011-02-16,NBR   ,2011-03-19,106.0,85.0,P,27.0,0.26000022888183594,13.369999885559082,13.649999618530273,2.0
1,2011-02-16,NBR   ,2011-03-19,2156.0,1691.0,C,27.0,0.26000022888183594,13.369999885559082,13.649999618530273,2.0
0,2013-02-13,CRL   ,2013-03-16,23.0,11.0,C,40.0,1.2400016784667969,41.2400016784668,45.68000030517578,2.0
1,2013-02-13,CRL   ,2013-03-16,33.0,33.0,P,40.0,1.2400016784667969,41.2400016784668,45.68000030517578,2.0
0,2012-08-07,CRL   ,2012-09-22,0.0,0.0,P,35.0,0.5999984741210938,35.599998474121094,37.310001373291016,17.0
1,2012-08-07,CRL   ,2012-09-22,8.0,1.0,C,35.0,0.5999984741210938,35.599998474121094,37.310001373291016,17.0
0,2012-02-13,CRL   ,2012-03-17,25.0,11.0,P,35.0,1.0999984741210938,33.900001525878906,36.9900016784668,4.0
1,2012-02-13,CRL   ,2012-03-17,492.0,467.0,C,35.0,1.0999984741210938,33.900001525878906,36.9900016784668,4.0
0,2011-02-08,CRL   ,2011-03-19,0.0,0.0,C,35.0,1.75,36.75,38.91999816894531,10.0
1,2011-02-08,CRL   ,2011-03-19,36.0,19.0,P,35.0,1.75,36.75,38.91999816894531,10.0
0,2013-05-09,MMS   ,2013-06-22,0.0,0.0,C,75.0,2.160003662109375,38.58000183105469,36.94499969482422,15.0
1,2013-05-09,MMS   ,2013-06-22,0.0,0.0,P,75.0,2.160003662109375,38.58000183105469,36.94499969482422,15.0
0,2013-02-07,MMS   ,2013-03-16,2.0,2.0,P,70.0,1.3499984741210938,35.67499923706055,38.1349983215332,8.0
1,2013-02-07,MMS   ,2013-03-16,8.0,8.0,C,70.0,1.3499984741210938,35.67499923706055,38.1349983215332,8.0
0,2012-11-15,MMS   ,2012-12-22,0.0,0.0,P,60.0,2.299999237060547,28.850000381469727,31.489999771118164,8.0
1,2012-11-15,MMS   ,2012-12-22,2.0,2.0,C,60.0,2.299999237060547,28.850000381469727,31.489999771118164,8.0
0,2012-08-07,MMS   ,2012-09-22,0.0,0.0,C,55.0,1.7900009155273438,26.604999542236328,27.875,17.0
1,2012-08-07,MMS   ,2012-09-22,0.0,0.0,P,55.0,1.7900009155273438,26.604999542236328,27.875,17.0
0,2013-02-01,CAVM  ,2013-03-16,0.0,0.0,P,35.0,0.45999908447265625,35.459999084472656,37.0,12.0
1,2013-02-01,CAVM  ,2013-03-16,197.0,175.0,C,35.0,0.45999908447265625,35.459999084472656,37.0,12.0
0,2012-02-03,CAVM  ,2012-03-17,212.0,160.0,P,33.0,0.10499954223632812,32.89500045776367,33.209999084472656,12.0
1,2012-02-03,CAVM  ,2012-03-17,568.0,84.0,C,33.0,0.10499954223632812,32.89500045776367,33.209999084472656,12.0
0,2013-05-09,JCOM  ,2013-06-22,96.0,99.0,C,40.0,1.4000015258789062,38.599998474121094,41.34000015258789,15.0
1,2013-05-09,JCOM  ,2013-06-22,290.0,159.0,P,40.0,1.4000015258789062,38.599998474121094,41.34000015258789,15.0
0,2013-02-14,JCOM  ,2013-03-16,43.0,43.0,P,35.0,1.3100013732910156,36.310001373291016,37.150001525878906,1.0
1,2013-02-14,JCOM  ,2013-03-16,172.0,131.0,C,35.0,1.3100013732910156,36.310001373291016,37.150001525878906,1.0
0,2012-05-04,JCOM  ,2012-06-16,532.0,532.0,P,25.0,1.260000228881836,26.260000228881836,24.190000534057617,12.0
1,2012-05-04,JCOM  ,2012-06-16,1161.0,1157.0,C,25.0,1.260000228881836,26.260000228881836,24.190000534057617,12.0
0,2012-02-15,JCOM  ,2012-03-17,56.0,52.0,P,30.0,0.05999946594238281,29.940000534057617,30.0,2.0
1,2012-02-15,JCOM  ,2012-03-17,1031.0,929.0,C,30.0,0.05999946594238281,29.940000534057617,30.0,2.0
0,2011-05-06,JCOM  ,2011-06-18,170.0,170.0,P,30.0,0.6800003051757812,29.31999969482422,28.299999237060547,12.0
1,2011-05-06,JCOM  ,2011-06-18,189.0,193.0,C,30.0,0.6800003051757812,29.31999969482422,28.299999237060547,12.0
0,2011-02-16,JCOM  ,2011-03-19,547.0,547.0,P,30.0,0.8400001525878906,29.15999984741211,27.579999923706055,2.0
1,2011-02-16,JCOM  ,2011-03-19,678.0,537.0,C,30.0,0.8400001525878906,29.15999984741211,27.579999923706055,2.0
0,2013-05-21,URBN  ,2013-06-22,663.0,479.0,P,43.0,0.2700004577636719,2.7043750286102295,2.4937500953674316,3.0
1,2013-05-21,URBN  ,2013-06-22,719.0,790.0,C,43.0,0.2700004577636719,2.7043750286102295,2.4937500953674316,3.0
0,2013-03-12,URBN  ,2013-04-20,151.0,64.0,P,42.0,0.18999862670898438,2.6131250858306885,2.5506250858306885,10.0
1,2013-03-12,URBN  ,2013-04-20,1554.0,384.0,C,42.0,0.18999862670898438,2.6131250858306885,2.5506250858306885,10.0
0,2012-11-20,URBN  ,2012-12-22,708.0,548.0,P,37.0,0.18999862670898438,2.3006250858306885,2.5112500190734863,3.0
1,2012-11-20,URBN  ,2012-12-22,3642.0,3325.0,C,37.0,0.18999862670898438,2.3006250858306885,2.5112500190734863,3.0
0,2012-08-21,URBN  ,2012-09-22,0.0,0.0,P,37.0,0.020000457763671875,2.3112499713897705,2.443125009536743,3.0
1,2012-08-21,URBN  ,2012-09-22,72.0,51.0,C,37.0,0.020000457763671875,2.3112499713897705,2.443125009536743,3.0
0,2012-03-13,URBN  ,2012-04-21,46.0,46.0,C,28.0,0.049999237060546875,1.7468750476837158,1.7999999523162842,10.0
1,2012-03-13,URBN  ,2012-04-21,97.0,68.0,P,28.0,0.049999237060546875,1.7468750476837158,1.7999999523162842,10.0
0,2011-11-15,URBN  ,2011-12-17,390.0,305.0,P,27.0,0.14999961853027344,1.678125023841858,1.6943750381469727,3.0
1,2011-11-15,URBN  ,2011-12-17,1019.0,847.0,C,27.0,0.14999961853027344,1.678125023841858,1.6943750381469727,3.0
0,2011-08-16,URBN  ,2011-09-17,742.0,473.0,P,28.0,0.16500091552734375,1.739687442779541,1.5706249475479126,3.0
1,2011-08-16,URBN  ,2011-09-17,857.0,857.0,C,28.0,0.16500091552734375,1.739687442779541,1.5706249475479126,3.0
0,2011-05-17,URBN  ,2011-06-18,1369.0,1200.0,P,33.0,0.060001373291015625,2.0662500858306885,1.794374942779541,3.0
1,2011-05-17,URBN  ,2011-06-18,1695.0,1558.0,C,33.0,0.060001373291015625,2.0662500858306885,1.794374942779541,3.0
0,2012-11-07,SWX   ,2012-12-22,0.0,0.0,C,40.0,1.8499984741210938,41.849998474121094,42.290000915527344,16.0
1,2012-11-07,SWX   ,2012-12-22,0.0,0.0,P,40.0,1.8499984741210938,41.849998474121094,42.290000915527344,16.0
0,2012-08-08,SWX   ,2012-09-22,0.0,0.0,C,45.0,0.9599990844726562,44.040000915527344,44.130001068115234,16.0
1,2012-08-08,SWX   ,2012-09-22,0.0,0.0,P,45.0,0.9599990844726562,44.040000915527344,44.130001068115234,16.0
0,2012-05-07,SWX   ,2012-06-16,0.0,0.0,C,40.0,2.3800010681152344,42.380001068115234,42.27000045776367,11.0
1,2012-05-07,SWX   ,2012-06-16,0.0,0.0,P,40.0,2.3800010681152344,42.380001068115234,42.27000045776367,11.0
0,2011-08-09,SWX   ,2011-09-17,0.0,0.0,C,35.0,0.6300010681152344,35.630001068115234,36.349998474121094,10.0
1,2011-08-09,SWX   ,2011-09-17,0.0,0.0,P,35.0,0.6300010681152344,35.630001068115234,36.349998474121094,10.0
0,2013-02-01,PFPT  ,2013-03-16,0.0,0.0,C,12.5,0.8900003433227539,13.390000343322754,14.0600004196167,12.0
1,2013-02-01,PFPT  ,2013-03-16,0.0,0.0,P,12.5,0.8900003433227539,13.390000343322754,14.0600004196167,12.0
0,2012-02-10,IPGP  ,2012-03-17,68.0,60.0,P,55.0,0.4399986267089844,55.439998626708984,53.86000061035156,5.0
1,2012-02-10,IPGP  ,2012-03-17,311.0,210.0,C,55.0,0.4399986267089844,55.439998626708984,53.86000061035156,5.0
0,2013-07-19,CY    ,2013-08-17,297.0,0.0,P,13.0,0.43000030517578125,12.569999694824219,11.96500015258789,1.0
1,2013-07-19,CY    ,2013-08-17,1681.0,102.0,C,13.0,0.43000030517578125,12.569999694824219,11.96500015258789,1.0
0,2013-04-19,CY    ,2013-05-18,408.0,239.0,C,10.0,0.3400001525878906,9.65999984741211,11.229999542236328,1.0
1,2013-04-19,CY    ,2013-05-18,1507.0,610.0,P,10.0,0.3400001525878906,9.65999984741211,11.229999542236328,1.0
0,2012-10-19,CY    ,2012-11-17,402.0,128.0,C,10.0,0.3299999237060547,9.670000076293945,8.920000076293945,1.0
1,2012-10-19,CY    ,2012-11-17,468.0,448.0,P,10.0,0.3299999237060547,9.670000076293945,8.920000076293945,1.0
0,2012-07-20,CY    ,2012-08-18,203.0,115.0,P,11.0,0.18999958038330078,10.8100004196167,12.359999656677246,1.0
1,2012-07-20,CY    ,2012-08-18,243.0,227.0,C,11.0,0.18999958038330078,10.8100004196167,12.359999656677246,1.0
0,2012-04-20,CY    ,2012-05-19,375.0,391.0,C,15.0,0.5,15.5,12.550000190734863,1.0
1,2012-04-20,CY    ,2012-05-19,691.0,40.0,P,16.0,0.5,15.5,12.550000190734863,1.0
2,2012-04-20,CY    ,2012-05-19,841.0,540.0,C,16.0,0.5,15.5,12.550000190734863,1.0
3,2012-04-20,CY    ,2012-05-19,1016.0,379.0,P,15.0,0.5,15.5,12.550000190734863,1.0
0,2011-10-21,CY    ,2011-11-19,2.0,2.0,P,19.0,0.41500091552734375,18.584999084472656,18.75,1.0
1,2011-10-21,CY    ,2011-11-19,334.0,335.0,C,19.0,0.41500091552734375,18.584999084472656,18.75,1.0
0,2013-02-05,PPS   ,2013-03-16,20.0,20.0,P,50.0,1.6500015258789062,48.349998474121094,47.790000915527344,10.0
1,2013-02-05,PPS   ,2013-03-16,38.0,38.0,C,50.0,1.6500015258789062,48.349998474121094,47.790000915527344,10.0
0,2011-02-09,PPS   ,2011-03-19,0.0,0.0,P,40.0,2.4000015258789062,37.599998474121094,36.83000183105469,9.0
1,2011-02-09,PPS   ,2011-03-19,50.0,40.0,C,40.0,2.4000015258789062,37.599998474121094,36.83000183105469,9.0
0,2012-11-14,WWD   ,2012-12-22,0.0,0.0,P,35.0,0.470001220703125,1.43874990940094,1.5141667127609253,9.0
1,2012-11-14,WWD   ,2012-12-22,38.0,38.0,C,35.0,0.470001220703125,1.43874990940094,1.5141667127609253,9.0
0,2011-11-15,WWD   ,2011-12-17,0.0,0.0,P,40.0,0.7700004577636719,1.6987500190734863,1.5920833349227905,3.0
1,2011-11-15,WWD   ,2011-12-17,2.0,2.0,C,40.0,0.7700004577636719,1.6987500190734863,1.5920833349227905,3.0
0,2012-02-03,KEX   ,2012-03-17,10.0,10.0,P,70.0,2.4199981689453125,33.790000915527344,34.05500030517578,12.0
1,2012-02-03,KEX   ,2012-03-17,97.0,101.0,C,70.0,2.4199981689453125,33.790000915527344,34.05500030517578,12.0
0,2013-02-07,PTEN  ,2013-03-16,0.0,0.0,P,23.0,0.10000038146972656,2.862499952316284,3.0137500762939453,8.0
1,2013-02-07,PTEN  ,2013-03-16,25.0,0.0,C,23.0,0.10000038146972656,2.862499952316284,3.0137500762939453,8.0
0,2013-02-08,SXT   ,2013-03-16,0.0,0.0,C,35.0,2.3300018310546875,18.665000915527344,18.854999542236328,5.0
